pieza;descripcion;precio;unidad
000-058-30206-MX;Rod. Rodillos Conicos;2.204118;Unidades
000-058-30207-MX;Rod. Rodillos Conicos;2.279966;Unidades
000-058-30210-MX;Rod. Rodillos Conicos;3.399695;Unidades
000-058-30212-MX;Rod. rodillos conicos;5.33207;Unidades
000-999-205-KYY5;Hexagonal 7/8;4.628736;Unidades
000-999-SLEEPING-BAG;Air Cushion bag in Roll with BPB logo 20*10cm 18um 500m 3.5kgs;11.726336;Unidades
000-CAÑ-1040-114X6;CAÑO SAE1040 Ø114X6MM ESPESOR;35.134621;Metros
000-CAÑ-25.4X1.2;CAÑO ESTRUCTURAL Ø25.4 X 1.2;6.019965;Metros
000-CAÑ-48X1.6;CAÑO SCH 80 (42.2);16.247254;Metros
000-CAÑ-63.5X3.2;CAÑO ESTRUCTURAL Ø63.5 X 3.2;13.404;Metros
001-000-0;Prod-Serv Gravado;147.814763;Unidades
002-000-0;Servicio Gravado;147.603888;Unidades
002-001-KIT-REPUESTO;KIT REPUESTO;2494.752495;Unidades
ACE-031-613968-M;ROD.FIAT 619;109.59585;Unidades
ACE-034-TE-3/8-DER;ROTULA 3/8 HEMBRA DER.;2.82759;Unidades
ACE-034-TI-3/8-DER;ROTULA 3/8 MACHO DER;2.379313;Unidades
ACE-040-3202-2RS;DOB.CONTACTO ANGULAR;6.430515;Unidades
ACE-040-51110;CRAPODINA;2.683538;Unidades
ACE-040-6201-2Z;ROD.RIGIDO DE BOLAS;0.544502;Unidades
ACE-040-6205;ROD.RIGIDO DE BOLAS;0.784627;Unidades
ACE-040-6208-2RS;ROD.RIGIDO DE BOLAS;4.72226;Unidades
ACE-040-6210-2RS;ROD.RIGIDO DE BOLAS;5.1471;Unidades
ACE-040-6211;ROD.RIGIDO DE BOLAS;5.821125;Unidades
ACE-041-1726205-2RS;ROD.RIGIDO DE BOLAS;1.668351;Unidades
ACE-041-6006-2RS;Rod. Rigido de Bolas;1.90087;Unidades
ACE-041-6203-2RS;Rod. Rigido de Bolas;0.430003;Unidades
ACE-047-FT-205;SOPORTE AUTOCENTRANT;0.164749;Unidades
ACE-050-104948-10;ROD.DE RODILLOS CONICOS;2.873634;Unidades
ACE-050-32210;Rod. Rodillos Conicos;2.584082;Unidades
ACE-050-32211;Rod. Rodillos conicos;2.916889;Unidades
ACE-051-H-208-32MM;Manguito de Fujación;1.41033;Unidades
ACE-051-H-2312;MANGUITO CONICO;2.99607;Unidades
ACE-051-H-305;MANGUITO DE FIJACION;1.09644;Unidades
ACE-051-H-306;MANGUITO DE FIJACION;1.197028;Unidades
ACE-051-H-307;MANGUITO DE FIJACION;1.36813;Unidades
ACE-051-H-309;MANGUITO DE FIJACION;1.639475;Unidades
ACE-051-H-310;MANGUITO CONICO;1.780505;Unidades
ACE-051-H-311;MANGUITO CONICO;2.246577;Unidades
ACE-051-H-312;MANGUITO CONICO;1.872176;Unidades
ACE-051-H-314;MANGUITO DE FIJACION;4.224681;Unidades
ACE-051-H-316;MANGUITO DE FIJACION;6.658373;Unidades
ACE-051-SN-506;SOPORTE BIPARTIDO;3.025855;Unidades
ACE-051-SN-509;SOPORTE BIPARTIDO;12.967111;Unidades
ACE-051-SN-513;SOPORTE BIPARTIDO;27.84815;Unidades
ACE-051-SN-515;SOPORTE BIPARTIDO;14.086338;Unidades
ACE-051-SN-516;SOPORTE BIPARTIDO;15.029276;Unidades
ACE-053-X-32218;CONO 32218;12.799663;Unidades
ACE-054-Y-32218;CUBETA 32218;5.48556;Unidades
ALP-LED-BAT-12V-7;BATERIA 12 V;19.902104;Unidades
ALP-LED-CAJ302-1;Modulo de giro LED rojo y verde;44.59;Unidades
ALP-LED-COLPES-R03;Columna pescante con resistencia 3 cuerpos de semaforos;207.051075;Unidades
ALP-LED-DAS88-22;Controlador de Semaforos;1215.964386;Unidades
ALP-LED-FC24V10A;FUENTE CONMUTADA 24 V 10 A;57.499943;Unidades
ALP-LED-GAB-50-60;GABINETE EPOXI;178.175135;Unidades
ALP-LED-GAB-50-70;GABINETE ESTANCO 500x700x300;203.708939;Unidades
ALP-LED-GAB-60-50-25;GABINETE 600 X 500 X 250;124.293947;Unidades
ALP-LED-JAD-303-3;SEMAFORO LED 300 MM;799.0164;Unidades
ALP-LED-JAD-403-3;SEMAFORO LED 400 MM;168.39;Unidades
ALP-LED-RX302-2;LED-PEDESTRIAN SIGNAL;799.0164;Unidades
ARB-040-32004;ROD.DE ROD.CONICOS;5.884227;Unidades
ARB-050-33112;Rod. Rodillos Conicos;9.990339;Unidades
B&P-001-204-JY3;Aro Exterior;0.71052;Unidades
B&P-001-204-KYY7;ARO EXTERIOR;0.490044;Unidades
B&P-001-205-GP;ARO EXTERIOR;0.530048;Unidades
B&P-001-205-KPPB9-01;ARO EXTERIOR;0.81;Unidades
B&P-001-205-KYYB5-01;ARO EXTERIOR;0.529997;Unidades
B&P-001-207-KYYB2;ARO EXTERIOR;1.230005;Unidades
B&P-001-210PP4-01;Aro Exterior W210-PP4;1.900144;Unidades
B&P-001-211PP3-01;Aro Exterior 211-PP3;2.700205;Unidades
B&P-001-211PPB3-01;Aro Exterior 211-PPB3;2.150163;Unidades
B&P-001-5203-KYY2;ARO EXTERIOR;0.699976;Unidades
B&P-001-5203-KYY9;ARO EXTERIOR;0.749999;Unidades
B&P-001-6802-D;Aro Exterior;0.094622;Unidades
B&P-001-ACL205-16-01;ARO EXTERIOR;0.659999;Unidades
B&P-001-ACLR208-4001;ARO EXTERIOR;1.752874;Unidades
B&P-001-AG-1235-PPZ9;ARO EXTERIOR;0.540009;Unidades
B&P-001-BB203-KRR2;Aro Exterior;0.290005;Unidades
B&P-001-BP-13008-01;ARO EXTERIOR MECANIZADO POST TT;0.642095;Unidades
B&P-001-BP-22002-B1;OR doble tratado termicamente;0.186662;Unidades
B&P-001-BP-22002-B3;OR simple tratado termicamente;0.186662;Unidades
B&P-001-BP12011-01-1;ARO EXTERIOR;3.880027;Unidades
B&P-001-CF5202-2RST;ARO EXTERIOR;1.078002;Unidades
B&P-001-F490306-A1;ARO EXTERIOR CON TT;0.609999;Unidades
B&P-001-F490306-A2;ARO INTERIOR CON TT;0.509999;Unidades
B&P-001-HD00-D;ARO EXTERIOR;0.117576;Unidades
B&P-001-HD01-D;ARO EXTERIOR;0.151036;Unidades
B&P-001-HD03-D;Aro Exterior;0.231152;Unidades
B&P-001-HD04-D;Aro Exterior;0.318134;Unidades
B&P-001-HD05-D;ARO EXTERIOR;0.453206;Unidades
B&P-001-HD06-D;ARO EXTERIOR;0.596361;Unidades
B&P-001-HD07-D;Aro exterior;0.811375;Unidades
B&P-001-HD09-D;Aro exterior;2.793651;Unidades
B&P-001-LS00-D;ARO EXTERIOR;0.094631;Unidades
B&P-001-LS01-D;ARO EXTERIOR_x000D_;0.103834;Unidades
B&P-001-LS02-D;ARO EXTERIOR_x000D_;0.112237;Unidades
B&P-001-LS03-D;ARO EXTERIOR;0.130743;Unidades
B&P-001-LS04-D;Aro Exterior;0.107164;Unidades
B&P-001-LS05-D;BEARING PARTS;0.124874;Unidades
B&P-001-LS06-D;ARO EXTERIOR;0.171502;Unidades
B&P-001-LS10-D;ARO EXTERIOR;0.420029;Unidades
B&P-001-LS11-D;Aro exterior;0.708993;Unidades
B&P-001-LS12-D;ARO EXTERIOR;0.739926;Unidades
B&P-001-LS13-D;ARO EXTERIOR;0.650058;Unidades
B&P-001-LS26-D;Aro exterior;6.689158;Unidades
B&P-001-LS28-D;Aro Exterior;7.578965;Unidades
B&P-001-MG206-01;ARO EXTERIOR TERMINADO;1.539992;Unidades
B&P-001-MG206-A1;ARO EXTERIOR CON TT;1.396997;Unidades
B&P-001-MG5306RR3-A1;ARO EXTERIOR MG5306-RR3 SIN TERMINAR;1.570005;Unidades
B&P-001-MS00-D;Aro Exterior;0.108236;Unidades
B&P-001-MS01-D;Aro Exterior;0.06784;Unidades
B&P-001-MS02-D;ARO EXTERIOR;0.074845;Unidades
B&P-001-MS03-D;ARO EXTERIOR;0.097858;Unidades
B&P-001-MS04-D;ARO EXTERIOR;0.136481;Unidades
B&P-001-MS05-D;ARO EXTERIOR;0.163097;Unidades
B&P-001-MS06-D;ARO EXTERIOR;0.246346;Unidades
B&P-001-MS07-D;ARO EXTERIOR;0.451889;Unidades
B&P-001-MS08-D;ARO EXTERIOR;0.45327;Unidades
B&P-001-MS09-D;ARO EXTERIOR;0.733081;Unidades
B&P-001-MS10-D;Aro Exterior;0.9077;Unidades
B&P-001-MS11-D;ARO EXTERIOR;0.78007;Unidades
B&P-001-MS12-D;ARO EXTERIOR;0.940065;Unidades
B&P-001-MS16-D;Aro Exterior;2.808764;Unidades
B&P-001-NTBS-1613-01;Aro Exterior NTB1613;1.694875;Unidades
B&P-001-OR-5207-01;ARO EXTERIOR;1.880002;Unidades
B&P-001-OR-5209-01;ARO EXTERIOIR;2.189986;Unidades
B&P-001-OR204-01;ARO EXTERIOR;0.619999;Unidades
B&P-001-OR204-14;OR bombe ancho 14 mm - Terminado;0.619385;Unidades
B&P-001-OR204-G;Aro Exterior;0.664787;Unidades
B&P-001-OR204-R14;OR recto ancho 14 mm -  Terminado;0.459999;Unidades
B&P-001-OR205;OR bombe ancho 15 mm - Terminado;0.499982;Unidades
B&P-001-OR205-01;OR AUTOCENT Ø52 TERMINADO;0.714486;Unidades
B&P-001-OR205-A1;OR AUTOCENT Ø52 S/RECTIFICAR;0.438994;Unidades
B&P-001-OR205-G;OR bombe relubricable ancho 15 mm - Terminado;0.800844;Unidades
B&P-001-OR205-R;OR recto ancho 15 mm -  Terminado;0.791056;Unidades
B&P-001-OR206-01;ARO EXTERIOR;0.804101;Unidades
B&P-001-OR206-16;OR Bombé ancho 16 mm - Terminado;0.730003;Unidades
B&P-001-OR206-18;Aro Exterior;0.989783;Unidades
B&P-001-OR206-G18;OR bombé relubricable ancho 18 mm -  Terminado;1.199716;Unidades
B&P-001-OR206-R16;OR recto ancho 16 mm - Terminado;0.690052;Unidades
B&P-001-OR206-R18;OR recto ancho 18 mm - Terminado;0.864469;Unidades
B&P-001-OR207;OR BOMBE ANCHO 19 MM - TERMINADO;1.484925;Unidades
B&P-001-OR207-01;OR AUTOCENT Ø72 TERMINADO;1.168649;Unidades
B&P-001-OR207-17;OR bombe ancho 17 mm - Terminado;0.990089;Unidades
B&P-001-OR207-A1;OR AUTOCENT Ø72 S/RECTIFICAR;0.837999;Unidades
B&P-001-OR207-A1;OR AUTOCENT Ø72 S/RECTIFICAR c/Ranura lub. y Pin;0.84013;Unidades
B&P-001-OR207-G;OR bombe relubricable ancho 19 mm - Terminado_x000D_;1.406578;Unidades
B&P-001-OR207-R;Aro Exterior;0.836;Unidades
B&P-001-OR208;Aro Exterior;1.545881;Unidades
B&P-001-OR208-18;OR bombe ancho 18 mm - Terminado;1.326952;Unidades
B&P-001-OR208-21;OR bombe ancho 21 mm - Terminado;1.269997;Unidades
B&P-001-OR208-G;OR bombe relubricable ancho 22 mm - Terminado_x000D_;1.572697;Unidades
B&P-001-OR208-G21;OR bombe relubricable ancho 21 mm - Terminado;1.918946;Unidades
B&P-001-OR208-R18;OR recto ancho 18 mm - Terminado;1.400106;Unidades
B&P-001-OR209-01;OR AUTOCENT Ø85 TERMINADO;1.66844;Unidades
B&P-001-OR209-19;OR bombe ancho 19mm - Terminado;1.399967;Unidades
B&P-001-OR209-A1;OR AUTOCENT Ø85 S/RECTIFICAR;1.290001;Unidades
B&P-001-OR209-G;OR bombe relubricable ancho 22 mm - Terminado_x000D_;2.12295;Unidades
B&P-001-OR209-G19;OR bombe relubricable ancho 19mm - Terminado;1.884756;Unidades
B&P-001-OR210;OR bombe ancho 22 mm - Terminado;1.909938;Unidades
B&P-001-OR210-01;ARO EXTERIOR;1.555998;Unidades
B&P-001-OR210-G;OR bombe relubricable ancho 22 mm - Terminado;2.256297;Unidades
B&P-001-OR210-R;OR recto ancho 22 mm - Terminado;1.819941;Unidades
B&P-001-OR211-G;Aro Exterior;2.699882;Unidades
B&P-001-OR211-R33G;Aro Exterior 211 Recto Rel.;2.400182;Unidades
B&P-001-OR212-G;Aro Exterior;2.914695;Unidades
B&P-001-OR308-G;Aro Exterior;3.15859;Unidades
B&P-001-SAB205-25-01;ARO EXTERIOR TERMINADO;0.659999;Unidades
B&P-001-TS00-D;Aro Exterior;0.092181;Unidades
B&P-001-TS04-D;Aro Exterior;0.165766;Unidades
B&P-001-TS05-D;Aro Exterior;0.139995;Unidades
B&P-001-TS06-D;Aro Exterior;0.227677;Unidades
B&P-001-TX1845;OR HM51445;8.613639;Unidades
B&P-001-W-208-YYB22;ARO EXTERIOR;1.946997;Unidades
B&P-002-203KRR2-02;IR 203-KRR2;0.369985;Unidades
B&P-002-204-JY3;Aro Interior;0.739973;Unidades
B&P-002-204-K2;"IR bore hexagonal 11/16"" - Terminado";0.759998;Unidades
B&P-002-204-KYY7;ARO INTERIOR;0.900081;Unidades
B&P-002-204-RP7-02;Aro Interior;0.609274;Unidades
B&P-002-205-7;Aro Interior 205-PPB7;0.929969;Unidades
B&P-002-205-K2;"IR bore hexagonal 7/8"" - Terminado";0.899968;Unidades
B&P-002-205-KPPB9-02;ARO INTERIOR;1.92;Unidades
B&P-002-205-KYYB5-02;ARO INTERIOR;1.084993;Unidades
B&P-002-206-K016;Aro Interior Ø19.177;1.18809;Unidades
B&P-002-206-K14;Aro Interior;1.260021;Unidades
B&P-002-206-K6;"IR bore hexagonal 1"" - Terminado";1.402679;Unidades
B&P-002-207-K12;"IR bore hexagonal 1 1/8"" - Terminado";1.681152;Unidades
B&P-002-207-K17;IR BORE HEXAGONAL;1.629929;Unidades
B&P-002-207-K19;"IR bore hexagonal 1 1/4"" - Terminado";1.829928;Unidades
B&P-002-207-K9;"IR bore hexagonal 1 1/8"" - Terminado";1.689939;Unidades
B&P-002-207-KYYB2;ARO INTERIOR;2.38001;Unidades
B&P-002-208-12;Aro Interior;1.815178;Unidades
B&P-002-208-16;"IR bore hexagonal 1 1/4"" - Terminado";2.169995;Unidades
B&P-002-208-5;IR bore cuadrado 29.970mm - Terminado;1.669964;Unidades
B&P-002-208-6;"IR bore cuadrado 1""";2.298175;Unidades
B&P-002-208-K4;"Aro interior 1 17/32"" - Terminado";1.158373;Unidades
B&P-002-208-K52;"IR bore hexagonal 1 1/8"" - Terminado";2.169922;Unidades
B&P-002-208-K6;"IR bore hexagonal 1 3/8"" - Terminado";2.126003;Unidades
B&P-002-209-K2;"IR bore hexagonal  1 ½"" - Terminado";2.409943;Unidades
B&P-002-209-KYYB2-02;ARO INTERIOR;2.770003;Unidades
B&P-002-210-20;"IR bore hexagonal 1 1/4"" - Terminado";3.289893;Unidades
B&P-002-210-4;"IR bore cuadrado 1 1/8""";3.260248;Unidades
B&P-002-210-K2;"IR bore hexagonal 1 1/2"" - Terminado";3.049901;Unidades
B&P-002-211-17;Aro Interior GW211-PP17;4.094311;Unidades
B&P-002-211-25;Aro Interior 211-PP25;3.107605;Unidades
B&P-002-211-27;Aro Interior GW211-PP27;4.054308;Unidades
B&P-002-211PP3-02;Aro Interior 211-PP3;3.718283;Unidades
B&P-002-5203-KYY2;ARO INTERIOR;1.19996;Unidades
B&P-002-5203-KYY9;ARO INTERIOR;0.659999;Unidades
B&P-002-5207KRRB1902;ARO INTERIOR;2.100003;Unidades
B&P-002-5209KRRB2-02;ARO INTERIOIR;2.489984;Unidades
B&P-002-6802-D;Aro Interior;0.082519;Unidades
B&P-002-ACL204-20-02;ARO INTERIOR;0.617802;Unidades
B&P-002-ACL205-14-02;Aro Interioir;0.68678;Unidades
B&P-002-ACL205-16-02;ARO INTERIOIR;0.67756;Unidades
B&P-002-ACL205-25-02;IR ACL205-25 TERMINADO;0.702164;Unidades
B&P-002-ACL205-25-A2;IR ACL205-25 S/RECTIFICAR;0.4;Unidades
B&P-002-ACL206-18-02;Aro Interioir;1.160652;Unidades
B&P-002-ACL206-19-02;Aro Interior;1.149963;Unidades
B&P-002-ACL206-20-02;ARO INTERIOIR;0.89973;Unidades
B&P-002-ACL206-30-02;Aro Interior;0.848728;Unidades
B&P-002-ACL207-22-02;ARO INTERIOR;0.825999;Unidades
B&P-002-ACL207-23-02;ARO INTERIOIR;1.205638;Unidades
B&P-002-ACL207-35-02;IR ACL207-35 TERMINADO;1.183457;Unidades
B&P-002-ACL207-35-A2;IR ACL207-35 S/RECTIFICAR;0.765999;Unidades
B&P-002-ACL208-24-02;Aro Interior;1.809921;Unidades
B&P-002-ACL208-40-02;ARO INTERIOR;1.394582;Unidades
B&P-002-ACL209-28-02;Aro Interior;1.839751;Unidades
B&P-002-ACL209-45-A2;IR ACL209-45 S/RECTIFICAR;1.040994;Unidades
B&P-002-ACL210-50-02;ARO INTERIOR;1.333999;Unidades
B&P-002-ACLR208-2402;Aro Interior;1.502549;Unidades
B&P-002-ACLR208-4002;ARO INTERIOR;1.407332;Unidades
B&P-002-AG-1235-B;ARO INTERIOR;0.900015;Unidades
B&P-002-AG-1235-PPZ9;ARO INTERIOR;0.980088;Unidades
B&P-002-ASL205-14-02;ARO INTERIOR;0.620214;Unidades
B&P-002-ASL205-25-02;ARO INTERIOR;0.799971;Unidades
B&P-002-ASL206-30-02;Aro Interior;0.83465;Unidades
B&P-002-ASL207-35-02;ARO INTERIOR;1.016815;Unidades
B&P-002-BB203-KRR2;Aro Interior;0.489008;Unidades
B&P-002-BP-13009-A2;ARO INTERIOR PRE TT;0.293718;Unidades
B&P-002-BP-22002-B2;IR doble tratado termicamente;0.191418;Unidades
B&P-002-BP-22002-B4;IR simple tratado termicamente;0.191418;Unidades
B&P-002-BP12011-01-2;EJE TERMINADO CON DOBLE PISTA;7.350051;Unidades
B&P-002-CF5202-2RST;ARO EXTERIOR;0.934999;Unidades
B&P-002-ECL204-20-02;Aro Interior;0.743762;Unidades
B&P-002-ECL205-14-02;ARO INTERIOR;0.80136;Unidades
B&P-002-ECL205-16-02;ARO INTERIOR;0.677729;Unidades
B&P-002-ECL205-25-02;IR ECL205-25 TERMINADO;0.706217;Unidades
B&P-002-ECL205-25-A2;IR ECL205-25 S/RECTIFICAR;0.517997;Unidades
B&P-002-ECL206-18-02;Aro Interior;1.028671;Unidades
B&P-002-ECL206-19-02;ARO INTERIOR;0.899712;Unidades
B&P-002-ECL206-20-02;Aro Interior;0.899712;Unidades
B&P-002-ECL206-30-02;ARO INTERIOIR;0.869639;Unidades
B&P-002-ECL207-20-02;Aro Interior;1.489935;Unidades
B&P-002-ECL207-22-02;Aro Interior;1.796741;Unidades
B&P-002-ECL207-23-02;Aro Interior;1.25697;Unidades
B&P-002-ECL207-35-02;IR ECL207-35 aro terminado_x000D_;1.267875;Unidades
B&P-002-ECL207-35-02;IR ECL207-35 TERMINADO;1.001699;Unidades
B&P-002-ECL207-35-A2;IR ECL207-35 S/RECTIFICAR;0.856133;Unidades
B&P-002-ECL208-24-02;Aro Interior;1.535345;Unidades
B&P-002-ECL208-40-02;ARO INTERIOR;1.839995;Unidades
B&P-002-ECL209-27-02;ARO INTERIOR;1.430048;Unidades
B&P-002-ECL209-28-02;Aro Interior;1.431585;Unidades
B&P-002-ECL209-45-02;IR ECL209-45 aro terminado_x000D_;1.265998;Unidades
B&P-002-ECL209-45-02;IR ECL209-45 TERMINADO;2.079918;Unidades
B&P-002-ECL209-45-A2;IR ECL209-45 S/RECTIFICAR;1.266005;Unidades
B&P-002-ECL210-31-02;Aro Interior;2.619738;Unidades
B&P-002-ECL210-32-02;Aro Interior;1.745637;Unidades
B&P-002-ECL210-50-02;ARO INTERIOR;1.964214;Unidades
B&P-002-ECL211-32-02;Aro interior;3.64984;Unidades
B&P-002-ECL211-35-02;Aro Interior;3.19911;Unidades
B&P-002-ECL211-55-02;Aro Interior;3.559844;Unidades
B&P-002-ECL212-39-02;Aro Interior;0.330001;Unidades
B&P-002-ECL212-60-02;Aro Interior;2.49831;Unidades
B&P-002-ECL305-02;IR bore cilíndrico 25mm - Terminado;1.776725;Unidades
B&P-002-ECL308-02;Aro Interior;2.707105;Unidades
B&P-002-HD00-D;ARO INTERIOR;0.101979;Unidades
B&P-002-HD01-D;ARO INTERIOR;0.131031;Unidades
B&P-002-HD03-D;Aro Interior;0.200558;Unidades
B&P-002-HD04-D;Aro Interior;0.276442;Unidades
B&P-002-HD05-D;ARO INTERIOR;0.393318;Unidades
B&P-002-HD06-D;ARO INTERIOR;0.518093;Unidades
B&P-002-HD07-D;Aro Interior;0.704118;Unidades
B&P-002-HD09-D;Aro Interior;2.426065;Unidades
B&P-002-LS00-D;ARO INTERIOR;0.082527;Unidades
B&P-002-LS01-D;ARO INTERIOR;0.09013;Unidades
B&P-002-LS02-D;ARO INTERIOR_x000D_;0.097432;Unidades
B&P-002-LS03-D;ARO INTERIOR;0.113938;Unidades
B&P-002-LS04-D;Aro Interior;0.093155;Unidades
B&P-002-LS05-D;BEARING PARTS;0.108264;Unidades
B&P-002-LS06-D;ARO INTERIOR;0.149289;Unidades
B&P-002-LS10-D;ARO INTERIOR;0.710049;Unidades
B&P-002-LS11-D;Aro Interior;0.614467;Unidades
B&P-002-LS12-D;ARO INTERIOR;1.29987;Unidades
B&P-002-LS13-D;ARO INTERIOR;0.942085;Unidades
B&P-002-LS26-D;Aro interior;5.809353;Unidades
B&P-002-LS28-D;Aro interior;6.581733;Unidades
B&P-002-MG206-02;ARO INTERIOR TERMINADO;1.275993;Unidades
B&P-002-MG206-A2;ARO INTERIOR CON TT;1.056002;Unidades
B&P-002-MG5306RR3-A2;ARO INT. DE RODAM. DOBLE HILERA DE BOLAS PTT;1.700006;Unidades
B&P-002-MG5306RR3-B2;ARO INTERIOR DE RODAMIENTO DOBLE HILERA DE BOLAS POST TRAT.TERMICO;0.307919;Unidades
B&P-002-MS00-D;Aro Interior;0.094131;Unidades
B&P-002-MS01-D;Aro Interior;0.058735;Unidades
B&P-002-MS02-D;ARO INTERIOR;0.065039;Unidades
B&P-002-MS03-D;ARO INTERIOR;0.08485;Unidades
B&P-002-MS04-D;ARO INTERIOR;0.118871;Unidades
B&P-002-MS05-D;ARO INTERIOR;0.141984;Unidades
B&P-002-MS06-D;ARO INTERIOR;0.213927;Unidades
B&P-002-MS07-D;ARO INTERIOR;0.436364;Unidades
B&P-002-MS08-D;ARO INTERIOR;0.393334;Unidades
B&P-002-MS09-D;ARO INTERIOR;0.63697;Unidades
B&P-002-MS10-D;Aro Interior;0.788787;Unidades
B&P-002-MS11-D;ARO INTERIOR;1.265114;Unidades
B&P-002-MS12-D;ARO INTERIOR;1.616111;Unidades
B&P-002-MS16-D;Aro Interior;2.434262;Unidades
B&P-002-NTBS-1613-02;Eje NTBS1613;1.5794;Unidades
B&P-002-SAB-5207-02;ARO INTERIOR;1.770002;Unidades
B&P-002-SAB204-12-02;SAB204-12-02;0.577315;Unidades
B&P-002-SAB204-20-02;SAB204-20-02;0.491921;Unidades
B&P-002-SAB205-14-02;Aro Interior;0.81997;Unidades
B&P-002-SAB205-16-02;ARO INTERIOR;0.549975;Unidades
B&P-002-SAB205-25-02;IR SAB205-25 TERMINADO;0.679528;Unidades
B&P-002-SAB205-25-A2;IR SAB205-25 S/RECTIFICAR;0.577999;Unidades
B&P-002-SAB206-20-02;ARO INTERIOIR;1.1352;Unidades
B&P-002-SAB206-30;ARO INTERIOIR;0.786864;Unidades
B&P-002-SAB207-20-02;Aro Interior;1.145615;Unidades
B&P-002-SAB207-35-02;IR SAB207-35 aro terminado_x000D_;1.067579;Unidades
B&P-002-SAB207-35-02;IR SAB207-35 TERMINADO;1.078668;Unidades
B&P-002-SAB207-35-A2;IR SAB207-35 S/RECTIFICAR;0.886137;Unidades
B&P-002-SAB207-P-02;IR SAB207-P;1.289887;Unidades
B&P-002-SAB208-24-02;Aro interior;1.365763;Unidades
B&P-002-SAB208-40-02;ARO INTERIOR;1.342863;Unidades
B&P-002-SAB209-28-02;IR SAB209-28;1.843962;Unidades
B&P-002-SAB209-45-02;IR SAB209-45 aro terminado_x000D_;1.579998;Unidades
B&P-002-SAB209-45-02;IR SAB209-45 TERMINADO;1.675729;Unidades
B&P-002-SAB209-45-A2;IR SAB209-45 S/RECTIFICAR;1.580001;Unidades
B&P-002-SAB210-50-02;IR SAB210-50 TERMINADO;1.959416;Unidades
B&P-002-SAB211-32-02;Aro Interior;2.481502;Unidades
B&P-002-SAB211-55-02;Aro Interior;2.748823;Unidades
B&P-002-SAB212-60-02;Aro Interioir;4.839777;Unidades
B&P-002-TCX205;BEARING PARTS;0.539999;Unidades
B&P-002-TCX207;BEARING PARTS;0.649999;Unidades
B&P-002-TCX209;BEARING PARTS;0.829999;Unidades
B&P-002-TDX218;BEARING PARTS;3.969996;Unidades
B&P-002-TS00-D;Aro Interior;0.079883;Unidades
B&P-002-TS04-D;Aro Interior;0.14417;Unidades
B&P-002-TS05-D;Aro Interior;0.219993;Unidades
B&P-002-TS06-D;Aro Interior;0.197593;Unidades
B&P-002-TX1845;BEARING PARTS;3.639996;Unidades
B&P-002-UK207;ARO INTERIOR;1.030063;Unidades
B&P-002-UK208;ARO INTERIOR;1.191787;Unidades
B&P-002-UK209;ARO INTERIOR;1.330498;Unidades
B&P-002-W-208-YYB22;ARO INTERIOR;2.936996;Unidades
B&P-003-15/64;BALL 15/64 G10;0.033922;Unidades
B&P-003-17/32;BALL 17/32 G10;0.040084;Unidades
B&P-003-17/64;BALL 17/64 G10;0.009;Unidades
B&P-003-32-X;Bearing parts;0.017995;Unidades
B&P-003-3TX-12001;BEARING PARTS;0.015998;Unidades
B&P-003-3TX-12003;BEARING PARTS;0.280575;Unidades
B&P-003-3TX-12004;BEARING PARTS;0.260534;Unidades
B&P-003-3TX-12006;BEARING PARTS;0.280575;Unidades
B&P-003-3TX-12008;BEARING PARTS;0.300616;Unidades
B&P-003-3TX-12010;BEARING PARTS;0.660001;Unidades
B&P-003-3TX-12012;BEARING PARTS;0.017001;Unidades
B&P-003-3TX-12024;BEARING PARTS;0.36074;Unidades
B&P-003-3TX-12047;BEARING PARTS;0.590001;Unidades
B&P-003-3TX-12050;BEARING PARTS;0.370001;Unidades
B&P-003-3TX-12057;BEARING PARTS;0.450924;Unidades
B&P-003-3TX-12070;BEARING PARTS;0.37076;Unidades
B&P-003-3TX-12074;BEARING PARTS;0.621274;Unidades
B&P-003-3TX-12080;BEARING PARTS;0.660001;Unidades
B&P-003-3TX-12107;BEARING PARTS;0.760001;Unidades
B&P-003-3TX-12201;BEARING PARTS;0.581192;Unidades
B&P-003-3TX-12401;BEARING PARTS;2.194499;Unidades
B&P-003-3TX-12413;BEARING PARTS;0.131004;Unidades
B&P-003-3TX-14123;BEARING PARTS;0.017001;Unidades
B&P-003-3TX-14314;BEARING PARTS;0.021004;Unidades
B&P-003-3TX-14349;BEARING PARTS;0.021004;Unidades
B&P-003-3TX-29013;BEARING PARTS;0.320657;Unidades
B&P-003-3TX-74910;BEARING PARTS;0.280575;Unidades
B&P-003-9/16;BOLA Ø 9/16 G10;0.050004;Unidades
B&P-003-BALL-1/2;Ball 1/2 G10;0.068978;Unidades
B&P-003-BALL-1/4;BALL;0.006599;Unidades
B&P-003-BALL-1/8;Ball;0.003999;Unidades
B&P-003-BALL-10MM;Ball  Ø10 mm - G10;0.053099;Unidades
B&P-003-BALL-11/16;Ball;0.137832;Unidades
B&P-003-BALL-13/16;Ball-13/16;0.199446;Unidades
B&P-003-BALL-15/32;"Bola 15/32""";0.029388;Unidades
B&P-003-BALL-15/64;BALL 15/64;0.003702;Unidades
B&P-003-BALL-17/64;BALL-17/64;0.004803;Unidades
B&P-003-BALL-19/32;BALL-19/32 G10;0.018001;Unidades
B&P-003-BALL-23/32;Ball;0.10903;Unidades
